,year,month,sales,iso_alpha
3423,2018,9,178692,CAN
3485,2018,10,166279,CAN
3550,2018,11,148164,CAN
3613,2018,12,119345,CAN
3673,2019,1,112375,CAN
3734,2019,2,124787,CAN
3796,2019,3,187358,CAN
3858,2019,4,186068,CAN
3920,2019,5,207215,CAN
3981,2019,6,191844,CAN
4043,2019,7,178592,CAN
4103,2019,8,187289,CAN
4167,2019,9,171087,CAN
4230,2019,10,163984,CAN
4294,2019,11,146917,CAN
4358,2019,12,115394,CAN
4416,2020,1,101754,CAN
4477,2020,2,108992,CAN
4540,2020,3,85558,CAN
4599,2020,4,49381,CAN
4658,2020,5,108667,CAN
4723,2020,6,135061,CAN
4784,2020,7,148684,CAN
4844,2020,8,155047,CAN
4909,2020,9,155963,CAN
4971,2020,10,144965,CAN
5032,2020,11,120344,CAN
5095,2020,12,101219,CAN
5158,2021,1,96928,CAN
5217,2021,2,110322,CAN
5275,2021,3,183726,CAN
5334,2021,4,161089,CAN
5395,2021,5,155737,CAN
5454,2021,6,179524,CAN
5513,2021,7,159974,CAN
5570,2021,8,151563,CAN
5627,2021,9,146816,CAN
5684,2021,10,137105,CAN
5743,2021,11,120183,CAN
5799,2021,12,100709,CAN
5856,2022,1,94609,CAN
5913,2022,2,103249,CAN
5968,2022,3,145972,CAN
6024,2022,4,148232,CAN
6084,2022,5,151152,CAN
6143,2022,6,149075,CAN
6199,2022,7,143160,CAN
6256,2022,8,135047,CAN
6315,2022,9,134731,CAN
6373,2022,10,133991,CAN
6430,2022,11,124470,CAN
6488,2022,12,106631,CAN
6541,2023,1,101107,CAN
6596,2023,2,108584,CAN
6653,2023,3,150646,CAN
6707,2023,4,148132,CAN
6763,2023,5,164215,CAN
6817,2023,6,166942,CAN
6872,2023,7,147406,CAN
6924,2023,8,156841,CAN
6979,2023,9,160008,CAN
31,2014,1,22825,CHE
88,2014,2,24625,CHE
147,2014,3,29483,CHE
205,2014,4,31326,CHE
264,2014,5,29157,CHE
322,2014,6,31095,CHE
379,2014,7,30771,CHE
442,2014,8,22173,CHE
501,2014,9,24390,CHE
557,2014,10,29043,CHE
616,2014,11,26406,CHE
672,2014,12,35388,CHE
740,2015,1,20990,CHE
795,2015,2,25131,CHE
855,2015,3,35295,CHE
917,2015,4,32287,CHE
977,2015,5,30726,CHE
1037,2015,6,36922,CHE
1098,2015,7,33347,CHE
1160,2015,8,26177,CHE
1223,2015,9,27103,CHE
1284,2015,10,28057,CHE
1344,2015,11,29381,CHE
1404,2015,12,35544,CHE
1471,2016,1,22943,CHE
1529,2016,2,25513,CHE
1588,2016,3,32688,CHE
1649,2016,4,32421,CHE
1710,2016,5,29525,CHE
1772,2016,6,34778,CHE
1833,2016,7,29127,CHE
1896,2016,8,24862,CHE
1955,2016,9,29174,CHE
2016,2016,10,25988,CHE
2076,2016,11,29326,CHE
2136,2016,12,38258,CHE
2203,2017,1,22339,CHE
2261,2017,2,25688,CHE
2324,2017,3,34673,CHE
2386,2017,4,29151,CHE
2450,2017,5,32163,CHE
2513,2017,6,35596,CHE
2576,2017,7,27881,CHE
2638,2017,8,26368,CHE
2700,2017,9,27716,CHE
2762,2017,10,27951,CHE
2824,2017,11,30195,CHE
2883,2017,12,34357,CHE
2954,2018,1,24415,CHE
3011,2018,2,24964,CHE
3072,2018,3,31726,CHE
3133,2018,4,30078,CHE
3196,2018,5,31638,CHE
3255,2018,6,35726,CHE
3320,2018,7,28885,CHE
3383,2018,8,24760,CHE
3442,2018,9,23520,CHE
3505,2018,10,25952,CHE
3568,2018,11,27770,CHE
3629,2018,12,30577,CHE
3695,2019,1,23862,CHE
3753,2019,2,25297,CHE
3815,2019,3,33024,CHE
3876,2019,4,32662,CHE
3938,2019,5,32483,CHE
4001,2019,6,32502,CHE
4063,2019,7,28951,CHE
4129,2019,8,22707,CHE
4187,2019,9,27272,CHE
4248,2019,10,29487,CHE
4311,2019,11,27225,CHE
4371,2019,12,38938,CHE
4438,2020,1,18926,CHE
4500,2020,2,18898,CHE
4557,2020,3,18148,CHE
4614,2020,4,10203,CHE
4679,2020,5,14235,CHE
4740,2020,6,23988,CHE
4807,2020,7,22210,CHE
4872,2020,8,16099,CHE
4932,2020,9,21232,CHE
4995,2020,10,20950,CHE
5054,2020,11,22779,CHE
5111,2020,12,30042,CHE
5181,2021,1,17820,CHE
5239,2021,2,19063,CHE
5294,2021,3,29360,CHE
5354,2021,4,25601,CHE
5416,2021,5,23346,CHE
5475,2021,6,29703,CHE
5538,2021,7,22452,CHE
5595,2021,8,19190,CHE
5651,2021,9,22432,CHE
5711,2021,10,17536,CHE
5763,2021,11,21657,CHE
5818,2021,12,27503,CHE
5879,2022,1,18437,CHE
5935,2022,2,19231,CHE
5991,2022,3,25153,CHE
6051,2022,4,18316,CHE
6109,2022,5,21002,CHE
6165,2022,6,23987,CHE
6225,2022,7,17892,CHE
6281,2022,8,18734,CHE
6335,2022,9,23522,CHE
6394,2022,10,19408,CHE
6448,2022,11,24146,CHE
6505,2022,12,27567,CHE
6561,2023,1,18762,CHE
6617,2023,2,19771,CHE
6672,2023,3,28929,CHE
6725,2023,4,20964,CHE
6781,2023,5,24781,CHE
6835,2023,6,28855,CHE
6893,2023,7,21330,CHE
6946,2023,8,21889,CHE
6998,2023,9,24709,CHE
2200,2017,1,28518,CHL
2263,2017,2,24663,CHL
2325,2017,3,30753,CHL
2388,2017,4,25698,CHL
2451,2017,5,30979,CHL
2515,2017,6,28374,CHL
2575,2017,7,28956,CHL
2633,2017,8,36250,CHL
2694,2017,9,37124,CHL
2760,2017,10,31654,CHL
2822,2017,11,35881,CHL
2882,2017,12,36014,CHL
2944,2018,1,36653,CHL
3007,2018,2,30460,CHL
3070,2018,3,34444,CHL
3128,2018,4,36735,CHL
3192,2018,5,36743,CHL
3256,2018,6,34546,CHL
3317,2018,7,32250,CHL
3376,2018,8,39643,CHL
3434,2018,9,40333,CHL
3500,2018,10,38454,CHL
3562,2018,11,34883,CHL
3624,2018,12,36270,CHL
3688,2019,1,38142,CHL
3750,2019,2,29104,CHL
3816,2019,3,31227,CHL
3874,2019,4,33648,CHL
3939,2019,5,32308,CHL
4002,2019,6,29490,CHL
4061,2019,7,32531,CHL
4123,2019,8,33644,CHL
4181,2019,9,38915,CHL
4250,2019,10,29191,CHL
4313,2019,11,24873,CHL
4373,2019,12,31809,CHL
4433,2020,1,30028,CHL
4496,2020,2,22979,CHL
4560,2020,3,17166,CHL
4618,2020,4,8178,CHL
4690,2020,5,8368,CHL
4759,2020,6,8629,CHL
4819,2020,7,10961,CHL
4870,2020,8,17861,CHL
4925,2020,9,29556,CHL
4986,2020,10,32812,CHL
5049,2020,11,26661,CHL
5114,2020,12,26654,CHL
5175,2021,1,25765,CHL
5234,2021,2,25252,CHL
5292,2021,3,33538,CHL
5351,2021,4,28219,CHL
5410,2021,5,35102,CHL
5470,2021,6,36507,CHL
5525,2021,7,39135,CHL
5583,2021,8,38397,CHL
5639,2021,9,43905,CHL
5696,2021,10,39659,CHL
5753,2021,11,39818,CHL
5809,2021,12,41877,CHL
5869,2022,1,37498,CHL
5926,2022,2,32083,CHL
5983,2022,3,41781,CHL
6038,2022,4,38117,CHL
6097,2022,5,38499,CHL
6157,2022,6,36860,CHL
6212,2022,7,38858,CHL
6270,2022,8,35648,CHL
6327,2022,9,37503,CHL
6388,2022,10,29442,CHL
6443,2022,11,32615,CHL
6501,2022,12,34780,CHL
6558,2023,1,27776,CHL
6613,2023,2,26342,CHL
6666,2023,3,37117,CHL
6729,2023,4,20057,CHL
6780,2023,5,26028,CHL
6840,2023,6,22853,CHL
6891,2023,7,23348,CHL
6943,2023,8,28485,CHL
6997,2023,9,26292,CHL
0,2014,1,1567315,CHN
60,2014,2,1117498,CHN
119,2014,3,1416313,CHN
178,2014,4,1349013,CHN
237,2014,5,1330841,CHN
354,2014,7,1158776,CHN
413,2014,8,1253702,CHN
471,2014,9,1451077,CHN
530,2014,10,1487929,CHN
589,2014,11,1534344,CHN
706,2015,1,2009753,CHN
767,2015,2,1406834,CHN
828,2015,3,1864290,CHN
889,2015,4,1705646,CHN
951,2015,5,1645373,CHN
1011,2015,6,1569880,CHN
1073,2015,7,1330684,CHN
1134,2015,8,1503230,CHN
1194,2015,9,1836867,CHN
1255,2015,10,2007294,CHN
1316,2015,11,2244349,CHN
1377,2015,12,2522354,CHN
1438,2016,1,2252880,CHN
1499,2016,2,2671107,CHN
1560,2016,3,2081656,CHN
1621,2016,4,1816279,CHN
1682,2016,5,1835123,CHN
1743,2016,6,1848723,CHN
1804,2016,7,1671432,CHN
1865,2016,8,1865881,CHN
1926,2016,9,2349629,CHN
1987,2016,10,2426137,CHN
2048,2016,11,2644481,CHN
2109,2016,12,2735073,CHN
2170,2017,1,2233765,CHN
2233,2017,2,1689401,CHN
2296,2017,3,2160331,CHN
2359,2017,4,1794570,CHN
2422,2017,5,1826479,CHN
2485,2017,6,1921573,CHN
2547,2017,7,1793048,CHN
2609,2017,8,2009850,CHN
2671,2017,9,2454440,CHN
2733,2017,10,2469275,CHN
2795,2017,11,2711893,CHN
2857,2017,12,2762788,CHN
2919,2018,1,2418430,CHN
2981,2018,2,1451506,CHN
3043,2018,3,2120853,CHN
3105,2018,4,1870203,CHN
3167,2018,5,1849671,CHN
3229,2018,6,1838638,CHN
3291,2018,7,1569630,CHN
3353,2018,8,1763965,CHN
3415,2018,9,2022901,CHN
3477,2018,10,2020995,CHN
3539,2018,11,2139838,CHN
3601,2018,12,2183574,CHN
3663,2019,1,2019087,CHN
3726,2019,2,1207411,CHN
3787,2019,3,1925044,CHN
3849,2019,4,1550166,CHN
3912,2019,5,1540697,CHN
3973,2019,6,1684831,CHN
4035,2019,7,1523680,CHN
4098,2019,8,1621807,CHN
4159,2019,9,1900732,CHN
4221,2019,10,1903736,CHN
4283,2019,11,2031684,CHN
4345,2019,12,2167501,CHN
4407,2020,1,1604061,CHN
4473,2020,2,220335,CHN
4531,2020,3,996613,CHN
4593,2020,4,1495176,CHN
4653,2020,5,1633231,CHN
4715,2020,6,1695873,CHN
4777,2020,7,1648863,CHN
4839,2020,8,1743200,CHN
4901,2020,9,2082234,CHN
4963,2020,10,2103029,CHN
5024,2020,11,2291634,CHN
5085,2020,12,2361469,CHN
5147,2021,1,2020258,CHN
5208,2021,2,1151077,CHN
5267,2021,3,1866799,CHN
5327,2021,4,1691888,CHN
5387,2021,5,1635591,CHN
5447,2021,6,1550420,CHN
5507,2021,7,1535524,CHN
5564,2021,8,1544561,CHN
5620,2021,9,1751984,CHN
5677,2021,10,2016849,CHN
5733,2021,11,2204864,CHN
5789,2021,12,2401230,CHN
5845,2022,1,2160930,CHN
5903,2022,2,1472444,CHN
5961,2022,3,1850833,CHN
6020,2022,4,958599,CHN
6077,2022,5,1343185,CHN
6135,2022,6,1950351,CHN
6193,2022,7,1824871,CHN
6249,2022,8,2218290,CHN
6250,2022,8,1874352,CHN
6306,2022,9,2423895,CHN
6307,2022,9,1907370,CHN
6363,2022,10,2325187,CHN
6364,2022,10,1851925,CHN
6420,2022,11,1656878,CHN
6476,2022,12,2166076,CHN
6531,2023,1,1294060,CHN
6587,2023,2,1406292,CHN
6643,2023,3,1605604,CHN
6699,2023,4,1631659,CHN
6754,2023,5,1745712,CHN
6809,2023,6,1900199,CHN
6864,2023,7,1771912,CHN
6918,2023,8,1920308,CHN
6971,2023,9,2015396,CHN
35,2014,1,17236,COL
90,2014,2,20336,COL
151,2014,3,20738,COL
208,2014,4,22729,COL
267,2014,5,23391,COL
327,2014,6,20424,COL
383,2014,7,24065,COL
440,2014,8,24575,COL
500,2014,9,26601,COL
559,2014,10,28099,COL
620,2014,11,23548,COL
671,2014,12,36607,COL
741,2015,1,19528,COL
800,2015,2,21040,COL
863,2015,3,22866,COL
922,2015,4,20358,COL
983,2015,5,20721,COL
1048,2015,6,21054,COL
1104,2015,7,24927,COL
1161,2015,8,25377,COL
1227,2015,9,19948,COL
1288,2015,10,21182,COL
1352,2015,11,19959,COL
1407,2015,12,27813,COL
1477,2016,1,15894,COL
1532,2016,2,21330,COL
1598,2016,3,18887,COL
1657,2016,4,19292,COL
1720,2016,5,18316,COL
1780,2016,6,19369,COL
1843,2016,7,16718,COL
1898,2016,8,22015,COL
1961,2016,9,21017,COL
2022,2016,10,18875,COL
2081,2016,11,21881,COL
2138,2016,12,33116,COL
2209,2017,1,17040,COL
2271,2017,2,17850,COL
2335,2017,3,20918,COL
2397,2017,4,16708,COL
2460,2017,5,19686,COL
2522,2017,6,19628,COL
2585,2017,7,18482,COL
2644,2017,8,20114,COL
2705,2017,9,19154,COL
2770,2017,10,19512,COL
2831,2017,11,20875,COL
2887,2017,12,25044,COL
2957,2018,1,16223,COL
3017,2018,2,18054,COL
3081,2018,3,19463,COL
3140,2018,4,20097,COL
3205,2018,5,20356,COL
3269,2018,6,18176,COL
3327,2018,7,19215,COL
3386,2018,8,21144,COL
3445,2018,9,21300,COL
3511,2018,10,21392,COL
3570,2018,11,26120,COL
3626,2018,12,32742,COL
3702,2019,1,15881,COL
3761,2019,2,18197,COL
3826,2019,3,19950,COL
3886,2019,4,19477,COL
3946,2019,5,21507,COL
4013,2019,6,18875,COL
4069,2019,7,22487,COL
4128,2019,8,22864,COL
4190,2019,9,22283,COL
4253,2019,10,23396,COL
4314,2019,11,23567,COL
4375,2019,12,30137,COL
4441,2020,1,17732,COL
4499,2020,2,19643,COL
4569,2020,3,11766,COL
4649,2020,4,190,COL
4689,2020,5,8370,COL
4751,2020,6,11249,COL
4814,2020,7,13695,COL
4876,2020,8,12554,COL
4935,2020,9,17371,COL
4997,2020,10,19774,COL
5056,2020,11,20948,COL
5115,2020,12,25120,COL
5184,2021,1,14215,COL
5238,2021,2,19532,COL
5301,2021,3,22669,COL
5363,2021,4,18868,COL
5428,2021,5,14575,COL
5484,2021,6,20261,COL
5537,2021,7,22802,COL
5593,2021,8,20715,COL
5650,2021,9,22562,COL
5705,2021,10,22987,COL
5762,2021,11,23227,COL
5819,2021,12,24878,COL
5882,2022,1,17101,COL
5936,2022,2,18805,COL
5997,2022,3,20354,COL
6050,2022,4,20117,COL
6108,2022,5,22014,COL
6167,2022,6,22818,COL
6220,2022,7,22767,COL
6276,2022,8,23744,COL
6336,2022,9,23298,COL
6392,2022,10,21940,COL
6451,2022,11,22063,COL
6506,2022,12,21161,COL
6567,2023,1,13238,COL
6622,2023,2,15193,COL
6680,2023,3,16675,COL
6735,2023,4,13345,COL
6791,2023,5,15288,COL
6849,2023,6,14061,COL
6902,2023,7,12835,COL
6955,2023,8,14396,COL
7007,2023,9,15128,COL
37,2014,1,14284,CZE
97,2014,2,13384,CZE
155,2014,3,17442,CZE
211,2014,4,18312,CZE
272,2014,5,16128,CZE
329,2014,6,19017,CZE
389,2014,7,18552,CZE
448,2014,8,14723,CZE
507,2014,9,16566,CZE
565,2014,10,18741,CZE
625,2014,11,17449,CZE
682,2014,12,17898,CZE
744,2015,1,16536,CZE
803,2015,2,17509,CZE
865,2015,3,22582,CZE
920,2015,4,21662,CZE
988,2015,5,19024,CZE
1047,2015,6,22418,CZE
1107,2015,7,22365,CZE
1168,2015,8,19226,CZE
1228,2015,9,19138,CZE
1289,2015,10,20795,CZE
1347,2015,11,21904,CZE
1412,2015,12,21641,CZE
1475,2016,1,18520,CZE
1533,2016,2,20458,CZE
1594,2016,3,24227,CZE
1652,2016,4,24385,CZE
1714,2016,5,25816,CZE
1775,2016,6,27312,CZE
1839,2016,7,19962,CZE
1897,2016,8,22855,CZE
1960,2016,9,21447,CZE
2020,2016,10,23483,CZE
2079,2016,11,24596,CZE
2142,2016,12,23483,CZE
2204,2017,1,22042,CZE
2264,2017,2,21564,CZE
2327,2017,3,28189,CZE
2389,2017,4,23744,CZE
2452,2017,5,28428,CZE
2517,2017,6,28089,CZE
2580,2017,7,20695,CZE
2641,2017,8,22809,CZE
2701,2017,9,21643,CZE
2764,2017,10,24627,CZE
2825,2017,11,24399,CZE
2889,2017,12,21766,CZE
2953,2018,1,24417,CZE
3014,2018,2,21290,CZE
3075,2018,3,25930,CZE
3136,2018,4,25593,CZE
3198,2018,5,27117,CZE
3260,2018,6,27274,CZE
3324,2018,7,22620,CZE
3381,2018,8,29084,CZE
3451,2018,9,16022,CZE
3510,2018,10,21418,CZE
3573,2018,11,21205,CZE
3639,2018,12,15974,CZE
3698,2019,1,20755,CZE
3760,2019,2,20183,CZE
3822,2019,3,22947,CZE
3880,2019,4,24129,CZE
3943,2019,5,25454,CZE
4006,2019,6,23208,CZE
4068,2019,7,23010,CZE
4126,2019,8,26821,CZE
4197,2019,9,17218,CZE
4254,2019,10,21340,CZE
4316,2019,11,21414,CZE
4378,2019,12,21782,CZE
4440,2020,1,18121,CZE
4505,2020,2,15768,CZE
4567,2020,3,13428,CZE
4615,2020,4,10166,CZE
4682,2020,5,12630,CZE
4745,2020,6,19557,CZE
4811,2020,7,18000,CZE
4873,2020,8,15034,CZE
4938,2020,9,15824,CZE
4998,2020,10,16066,CZE
5060,2020,11,16614,CZE
5122,2020,12,19178,CZE
5183,2021,1,15560,CZE
5243,2021,2,15475,CZE
5304,2021,3,21032,CZE
5360,2021,4,19811,CZE
5417,2021,5,22709,CZE
5479,2021,6,23434,CZE
5539,2021,7,19205,CZE
5599,2021,8,17557,CZE
5656,2021,9,15377,CZE
5715,2021,10,13301,CZE
5768,2021,11,17105,CZE
5825,2021,12,17547,CZE
5880,2022,1,17430,CZE
5938,2022,2,15503,CZE
5999,2022,3,18716,CZE
6056,2022,4,16245,CZE
6110,2022,5,20104,CZE
6169,2022,6,20761,CZE
6228,2022,7,14558,CZE
6282,2022,8,17890,CZE
6341,2022,9,16316,CZE
6396,2022,10,17017,CZE
6454,2022,11,19518,CZE
6512,2022,12,16359,CZE
6562,2023,1,18678,CZE
6619,2023,2,17945,CZE
6675,2023,3,23784,CZE
6728,2023,4,20249,CZE
6784,2023,5,22218,CZE
6841,2023,6,22766,CZE
6899,2023,7,17505,CZE
6948,2023,8,21005,CZE
7002,2023,9,19254,CZE
5,2014,1,222042,DEU
64,2014,2,225904,DEU
122,2014,3,317613,DEU
180,2014,4,294569,DEU
239,2014,5,296855,DEU
297,2014,6,300489,DEU
357,2014,7,293112,DEU
417,2014,8,232177,DEU
476,2014,9,281514,DEU
534,2014,10,299979,DEU
593,2014,11,273110,DEU
653,2014,12,252604,DEU
711,2015,1,227750,DEU
771,2015,2,239689,DEU
832,2015,3,346902,DEU
892,2015,4,313479,DEU
953,2015,5,275700,DEU
1014,2015,6,338669,DEU
1075,2015,7,312493,DEU
1137,2015,8,242114,DEU
1199,2015,9,292607,DEU
1259,2015,10,303362,DEU
1319,2015,11,297587,DEU
1381,2015,12,270626,DEU
1442,2016,1,235885,DEU
1503,2016,2,268862,DEU
1564,2016,3,346413,DEU
1623,2016,4,339040,DEU
1685,2016,5,307938,DEU
1746,2016,6,365490,DEU
1808,2016,7,299548,DEU
1869,2016,8,268382,DEU
1931,2016,9,319004,DEU
1991,2016,10,284155,DEU
2051,2016,11,302111,DEU
2113,2016,12,280108,DEU
2174,2017,1,259482,DEU
2237,2017,2,261960,DEU
2300,2017,3,386810,DEU
2363,2017,4,311418,DEU
2425,2017,5,347288,DEU
2488,2017,6,352626,DEU
2551,2017,7,305067,DEU
2613,2017,8,276271,DEU
2676,2017,9,310892,DEU
2737,2017,10,297642,DEU
2799,2017,11,329414,DEU
2861,2017,12,278011,DEU
2923,2018,1,288983,DEU
2985,2018,2,281123,DEU
3048,2018,3,372653,DEU
3109,2018,4,337763,DEU
3171,2018,5,328204,DEU
3232,2018,6,366917,DEU
3295,2018,7,339694,DEU
3357,2018,8,341330,DEU
3420,2018,9,223331,DEU
3481,2018,10,281741,DEU
3543,2018,11,300916,DEU
3605,2018,12,259744,DEU
3667,2019,1,288279,DEU
3729,2019,2,291391,DEU
3792,2019,3,373001,DEU
3852,2019,4,336501,DEU
3914,2019,5,362289,DEU
3976,2019,6,353466,DEU
4038,2019,7,357841,DEU
4100,2019,8,342754,DEU
4164,2019,9,264353,DEU
4225,2019,10,309739,DEU
4286,2019,11,326214,DEU
4348,2019,12,306545,DEU
4411,2020,1,235227,DEU
4472,2020,2,226067,DEU
4535,2020,3,206983,DEU
4597,2020,4,117591,DEU
4657,2020,5,153653,DEU
4718,2020,6,207021,DEU
4780,2020,7,300462,DEU
4843,2020,8,240755,DEU
4906,2020,9,250640,DEU
4967,2020,10,263867,DEU
5028,2020,11,275527,DEU
5089,2020,12,293223,DEU
5151,2021,1,184809,DEU
5211,2021,2,212882,DEU
5272,2021,3,316964,DEU
5331,2021,4,249820,DEU
5390,2021,5,250639,DEU
5450,2021,6,297809,DEU
5511,2021,7,254460,DEU
5568,2021,8,209406,DEU
5624,2021,9,212592,DEU
5681,2021,10,195958,DEU
5737,2021,11,216240,DEU
5793,2021,12,245156,DEU
5849,2022,1,195481,DEU
5907,2022,2,213010,DEU
5966,2022,3,255990,DEU
6023,2022,4,189761,DEU
6081,2022,5,218063,DEU
6139,2022,6,234427,DEU
6197,2022,7,212050,DEU
6254,2022,8,209420,DEU
6312,2022,9,234588,DEU
6368,2022,10,217129,DEU
6424,2022,11,273390,DEU
6479,2022,12,324308,DEU
6535,2023,1,188986,DEU
6591,2023,2,217696,DEU
6648,2023,3,295257,DEU
6703,2023,4,212698,DEU
6758,2023,5,258753,DEU
6813,2023,6,292807,DEU
6868,2023,7,254826,DEU
6922,2023,8,287359,DEU
6976,2023,9,237026,DEU
33,2014,1,18566,DNK
92,2014,2,16900,DNK
152,2014,3,19594,DNK
210,2014,4,18984,DNK
270,2014,5,19573,DNK
328,2014,6,20407,DNK
390,2014,7,16424,DNK
446,2014,8,17231,DNK
506,2014,9,17289,DNK
564,2014,10,19534,DNK
624,2014,11,18306,DNK
680,2014,12,18870,DNK
742,2015,1,18681,DNK
806,2015,2,16127,DNK
862,2015,3,23284,DNK
923,2015,4,20087,DNK
985,2015,5,20072,DNK
1043,2015,6,25049,DNK
1109,2015,7,18582,DNK
1169,2015,8,19208,DNK
1226,2015,9,21075,DNK
1291,2015,10,20245,DNK
1350,2015,11,20515,DNK
1411,2015,12,22191,DNK
1474,2016,1,19729,DNK
1535,2016,2,19883,DNK
1596,2016,3,22853,DNK
1653,2016,4,23550,DNK
1716,2016,5,24868,DNK
1773,2016,6,28031,DNK
1841,2016,7,18387,DNK
1899,2016,8,21700,DNK
1959,2016,9,21791,DNK
2021,2016,10,20226,DNK
2082,2016,11,21466,DNK
2143,2016,12,23104,DNK
2202,2017,1,22593,DNK
2267,2017,2,20588,DNK
2329,2017,3,27053,DNK
2392,2017,4,20876,DNK
2454,2017,5,26141,DNK
2516,2017,6,28234,DNK
2586,2017,7,17684,DNK
2645,2017,8,19111,DNK
2707,2017,9,17891,DNK
2767,2017,10,21475,DNK
2827,2017,11,21994,DNK
2890,2017,12,20271,DNK
2955,2018,1,22984,DNK
3015,2018,2,20159,DNK
3078,2018,3,23089,DNK
3138,2018,4,22163,DNK
3199,2018,5,26536,DNK
3261,2018,6,26326,DNK
3328,2018,7,18752,DNK
3384,2018,8,24253,DNK
3454,2018,9,15125,DNK
3513,2018,10,20465,DNK
3572,2018,11,21649,DNK
3638,2018,12,17014,DNK
3694,2019,1,24072,DNK
3758,2019,2,21220,DNK
3818,2019,3,29484,DNK
3888,2019,4,19139,DNK
3945,2019,5,22007,DNK
4005,2019,6,23499,DNK
4072,2019,7,18543,DNK
4130,2019,8,21730,DNK
4193,2019,9,18434,DNK
4255,2019,10,21062,DNK
4317,2019,11,20988,DNK
4381,2019,12,18407,DNK
4443,2020,1,16605,DNK
4508,2020,2,13720,DNK
4563,2020,3,14383,DNK
4616,2020,4,9545,DNK
4684,2020,5,10348,DNK
4748,2020,6,16462,DNK
4813,2020,7,15858,DNK
4874,2020,8,14966,DNK
4939,2020,9,15605,DNK
5001,2020,10,14220,DNK
5059,2020,11,17455,DNK
5120,2020,12,21381,DNK
5188,2021,1,12203,DNK
5247,2021,2,12410,DNK
5296,2021,3,27343,DNK
5364,2021,4,18077,DNK
5420,2021,5,19491,DNK
5480,2021,6,23310,DNK
5543,2021,7,15170,DNK
5596,2021,8,18171,DNK
5654,2021,9,16691,DNK
5712,2021,10,14715,DNK
5769,2021,11,17047,DNK
5822,2021,12,20530,DNK
5886,2022,1,11507,DNK
5943,2022,2,12607,DNK
6001,2022,3,17463,DNK
6058,2022,4,13248,DNK
6114,2022,5,15760,DNK
6175,2022,6,17020,DNK
6234,2022,7,11394,DNK
6284,2022,8,15305,DNK
6342,2022,9,15382,DNK
6402,2022,10,12644,DNK
6457,2022,11,15274,DNK
6509,2022,12,17306,DNK
6569,2023,1,11929,DNK
6624,2023,2,13315,DNK
6679,2023,3,20340,DNK
6734,2023,4,13937,DNK
6788,2023,5,16285,DNK
6843,2023,6,20901,DNK
6903,2023,7,12408,DNK
6952,2023,8,15655,DNK
7005,2023,9,17072,DNK
34,2014,1,18466,EGY
91,2014,2,19091,EGY
150,2014,3,21761,EGY
209,2014,4,21290,EGY
268,2014,5,22249,EGY
325,2014,6,23689,EGY
385,2014,7,21556,EGY
439,2014,8,24921,EGY
499,2014,9,27007,EGY
561,2014,10,25007,EGY
617,2014,11,26260,EGY
677,2014,12,26517,EGY
739,2015,1,21674,EGY
796,2015,2,23032,EGY
861,2015,3,24401,EGY
921,2015,4,20777,EGY
987,2015,5,19567,EGY
1045,2015,6,23355,EGY
1108,2015,7,22283,EGY
1164,2015,8,24365,EGY
1225,2015,9,22461,EGY
1287,2015,10,22823,EGY
1349,2015,11,21071,EGY
1410,2015,12,22741,EGY
1478,2016,1,15391,EGY
1536,2016,2,16527,EGY
1600,2016,3,17737,EGY
1661,2016,4,16779,EGY
1719,2016,5,18876,EGY
1782,2016,6,16359,EGY
1842,2016,7,18284,EGY
1902,2016,8,17641,EGY
1962,2016,9,17535,EGY
2023,2016,10,18468,EGY
2090,2016,11,12169,EGY
2150,2016,12,12505,EGY
2214,2017,1,9406,EGY
2283,2017,2,6530,EGY
2342,2017,3,10611,EGY
2404,2017,4,9551,EGY
2469,2017,5,10273,EGY
2534,2017,6,10077,EGY
2589,2017,7,13337,EGY
2649,2017,8,14102,EGY
2714,2017,9,12361,EGY
2775,2017,10,12491,EGY
2838,2017,11,12220,EGY
2897,2017,12,14673,EGY
2962,2018,1,10347,EGY
3025,2018,2,11454,EGY
3087,2018,3,13311,EGY
3147,2018,4,13950,EGY
3209,2018,5,14886,EGY
3270,2018,6,15526,EGY
3330,2018,7,16907,EGY
3393,2018,8,15617,EGY
3449,2018,9,18739,EGY
3516,2018,10,18961,EGY
3578,2018,11,16681,EGY
3632,2018,12,27093,EGY
3707,2019,1,11467,EGY
3770,2019,2,10783,EGY
3832,2019,3,12733,EGY
3893,2019,4,11441,EGY
3955,2019,5,13603,EGY
4017,2019,6,13827,EGY
4075,2019,7,15918,EGY
4137,2019,8,14610,EGY
4191,2019,9,20507,EGY
4259,2019,10,18148,EGY
4322,2019,11,17515,EGY
4379,2019,12,21454,EGY
4449,2020,1,12260,EGY
4501,2020,2,17742,EGY
4562,2020,3,14837,EGY
4619,2020,4,7280,EGY
4687,2020,5,9831,EGY
4749,2020,6,14021,EGY
4812,2020,7,15961,EGY
4871,2020,8,16393,EGY
4933,2020,9,19747,EGY
4994,2020,10,21118,EGY
5055,2020,11,21489,EGY
5117,2020,12,22140,EGY
5179,2021,1,20713,EGY
5236,2021,2,22179,EGY
5298,2021,3,26329,EGY
5358,2021,4,21997,EGY
5419,2021,5,20986,EGY
5476,2021,6,26107,EGY
5535,2021,7,23470,EGY
5588,2021,8,24495,EGY
5649,2021,9,22717,EGY
5701,2021,10,25908,EGY
5758,2021,11,26692,EGY
