,year,month,sales,iso_alpha,consumer_price,populations,gdp
1871,2016,8,174655,CAN,111.25143102461392,36363673.916666664,1598736101603.815
1933,2016,9,176811,CAN,111.39811104751034,36399986.333333336,1608842010131.87
1996,2016,10,157260,CAN,111.54479107040675,36436298.75,1618947918659.925
2058,2016,11,163338,CAN,111.69147109330316,36472611.166666664,1629053827187.98
2122,2016,12,128250,CAN,111.83815111619958,36508923.583333336,1639159735716.0352
2181,2017,1,113062,CAN,111.984831139096,36545236.0,1649265644244.09
2242,2017,2,125420,CAN,112.19650352986109,36588556.666666664,1655604273289.001
2304,2017,3,190888,CAN,112.40817592062616,36631877.333333336,1661942902333.9116
2365,2017,4,200214,CAN,112.61984831139125,36675198.0,1668281531378.8225
2429,2017,5,220298,CAN,112.83152070215634,36718518.666666664,1674620160423.7334
2492,2017,6,206879,CAN,113.04319309292141,36761839.333333336,1680958789468.6443
2553,2017,7,185039,CAN,113.2548654836865,36805160.0,1687297418513.5552
2615,2017,8,186915,CAN,113.46653787445159,36848480.666666664,1693636047558.4658
2679,2017,9,190568,CAN,113.67821026521666,36891801.333333336,1699974676603.3767
2742,2017,10,167855,CAN,113.88988265598175,36935122.0,1706313305648.2876
2805,2017,11,161790,CAN,114.10155504674684,36978442.666666664,1712651934693.1982
2870,2017,12,127892,CAN,114.31322743751191,37021763.333333336,1718990563738.1091
2930,2018,1,120058,CAN,114.524899828277,37065084.0,1725329192783.02
2991,2018,2,128503,CAN,114.71093302804809,37109762.833333336,1726862192023.8118
3052,2018,3,191131,CAN,114.89696622781916,37154441.666666664,1728395191264.6033
3112,2018,4,195695,CAN,115.08299942759025,37199120.5,1729928190505.395
3174,2018,5,220672,CAN,115.26903262736133,37243799.333333336,1731461189746.1868
3236,2018,6,204787,CAN,115.45506582713242,37288478.166666664,1732994188986.9783
3299,2018,7,181005,CAN,115.6410990269035,37333157.0,1734527188227.77
3359,2018,8,186922,CAN,115.82713222667458,37377835.833333336,1736060187468.5618
3423,2018,9,178692,CAN,116.01316542644567,37422514.666666664,1737593186709.3533
3485,2018,10,166279,CAN,116.19919862621674,37467193.5,1739126185950.145
3550,2018,11,148164,CAN,116.38523182598783,37511872.333333336,1740659185190.9368
3613,2018,12,119345,CAN,116.5712650257589,37556551.166666664,1742192184431.7283
3673,2019,1,112375,CAN,116.75729822553,37601230.0,1743725183672.52
3734,2019,2,124787,CAN,116.82706067544407,37635058.0,1735714618558.3667
3796,2019,3,187358,CAN,116.89682312535817,37668886.0,1727704053444.2134
3858,2019,4,186068,CAN,116.96658557527225,37702714.0,1719693488330.06
3920,2019,5,207215,CAN,117.03634802518633,37736542.0,1711682923215.9067
3981,2019,6,191844,CAN,117.10611047510041,37770370.0,1703672358101.7534
4043,2019,7,178592,CAN,117.17587292501449,37804198.0,1695661792987.6
4103,2019,8,187289,CAN,117.24563537492858,37838026.0,1687651227873.4465
4167,2019,9,171087,CAN,117.31539782484266,37871854.0,1679640662759.2932
4230,2019,10,163984,CAN,117.38516027475674,37905682.0,1671630097645.14
4294,2019,11,146917,CAN,117.45492272467084,37939510.0,1663619532530.9866
4358,2019,12,115394,CAN,117.52468517458492,37973338.0,1655608967416.8333
4416,2020,1,101754,CAN,117.594447624499,38007166.0,1647598402302.68
4477,2020,2,108992,CAN,117.92716084716642,38025443.666666664,1677089097562.7832
4540,2020,3,85558,CAN,118.25987406983383,38043721.333333336,1706579792822.8867
4599,2020,4,49381,CAN,118.59258729250125,38061999.0,1736070488082.99
4658,2020,5,108667,CAN,118.92530051516866,38080276.666666664,1765561183343.0933
4723,2020,6,135061,CAN,119.25801373783608,38098554.333333336,1795051878603.1965
4784,2020,7,148684,CAN,119.5907269605035,38116832.0,1824542573863.2998
4844,2020,8,155047,CAN,119.92344018317091,38135109.666666664,1854033269123.4033
4909,2020,9,155963,CAN,120.25615340583833,38153387.333333336,1883523964383.5066
4971,2020,10,144965,CAN,120.58886662850574,38171665.0,1913014659643.6099
5032,2020,11,120344,CAN,120.92157985117316,38189942.666666664,1942505354903.7134
5095,2020,12,101219,CAN,121.25429307384057,38208220.333333336,1971996050163.8167
5158,2021,1,96928,CAN,121.587006296508,38226498.0,2001486745423.92
5217,2021,2,110322,CAN,124.54903752465005,38285115.0,2012857784978.1692
5275,2021,3,183726,CAN,127.5110687527921,38343732.0,2024228824532.4182
5334,2021,4,161089,CAN,130.47309998093414,38402349.0,2035599864086.6675
5395,2021,5,155737,CAN,133.4351312090762,38460966.0,2046970903640.9165
5454,2021,6,179524,CAN,136.39716243721824,38519583.0,2058341943195.1658
5513,2021,7,159974,CAN,139.3591936653603,38578200.0,2069712982749.415
5570,2021,8,151563,CAN,142.32122489350235,38636817.0,2081084022303.664
5627,2021,9,146816,CAN,145.2832561216444,38695434.0,2092455061857.9133
5684,2021,10,137105,CAN,148.24528734978645,38754051.0,2103826101412.1624
5743,2021,11,120183,CAN,151.2073185779285,38812668.0,2115197140966.4116
5799,2021,12,100709,CAN,154.16934980607056,38871285.0,2126568180520.6606
5856,2022,1,94609,CAN,157.1313810342126,38929902.0,2137939220074.91
5913,2022,2,103249,CAN,157.43750302012327,39323450.92116437,1991451374362.912
5968,2022,3,145972,CAN,157.74362500603397,39716999.84232875,1844963528650.914
6024,2022,4,148232,CAN,158.04974699194463,40110548.76349312,1698475682938.9163
6084,2022,5,151152,CAN,158.3558689778553,40504097.68465749,1551987837226.9185
6143,2022,6,149075,CAN,158.661990963766,40897646.60582187,1405499991514.9207
6199,2022,7,143160,CAN,158.96811294967665,41291195.52698624,1259012145802.9229
6256,2022,8,135047,CAN,159.27423493558732,41684744.44815061,1112524300090.9248
6315,2022,9,134731,CAN,159.580356921498,42078293.36931499,966036454378.927
6373,2022,10,133991,CAN,159.88647890740867,42471842.29047936,819548608666.9292
6430,2022,11,124470,CAN,160.19260089331934,42865391.21164373,673060762954.9314
6488,2022,12,106631,CAN,160.49872287923003,43258940.13280811,526572917242.93335
6541,2023,1,101107,CAN,160.8048448651407,43652489.05397248,380085071530.93555
6596,2023,2,108584,CAN,160.8048448651407,43652489.05397248,380085071530.93555
6653,2023,3,150646,CAN,160.8048448651407,43652489.05397248,380085071530.93555
6707,2023,4,148132,CAN,160.8048448651407,43652489.05397248,380085071530.93555
6763,2023,5,164215,CAN,160.8048448651407,43652489.05397248,380085071530.93555
6817,2023,6,166942,CAN,160.8048448651407,43652489.05397248,380085071530.93555
6872,2023,7,147406,CAN,160.8048448651407,43652489.05397248,380085071530.93555
6924,2023,8,156841,CAN,160.8048448651407,43652489.05397248,380085071530.93555
6979,2023,9,160008,CAN,160.8048448651407,43652489.05397248,380085071530.93555
31,2014,1,22825,CHE,99.3077647259499,8188649.0,726537808338.0
88,2014,2,24625,CHE,99.21309888153745,8196461.25,723836173174.8024
147,2014,3,29483,CHE,99.118433037125,8204273.5,721134538011.6047
205,2014,4,31326,CHE,99.02376719271254,8212085.75,718432902848.407
264,2014,5,29157,CHE,98.9291013483001,8219898.0,715731267685.2094
322,2014,6,31095,CHE,98.83443550388765,8227710.25,713029632522.0117
379,2014,7,30771,CHE,98.7397696594752,8235522.5,710327997358.814
442,2014,8,22173,CHE,98.64510381506275,8243334.75,707626362195.6163
501,2014,9,24390,CHE,98.55043797065031,8251147.0,704924727032.4187
557,2014,10,29043,CHE,98.45577212623786,8258959.25,702223091869.2211
616,2014,11,26406,CHE,98.3611062818254,8266771.5,699521456706.0234
672,2014,12,35388,CHE,98.26644043741295,8274583.75,696819821542.8257
740,2015,1,20990,CHE,98.1717745930005,8282396.0,694118186379.628
795,2015,2,25131,CHE,98.13621852171369,8289974.5,693599625923.2185
855,2015,3,35295,CHE,98.10066245042687,8297553.0,693081065466.8088
917,2015,4,32287,CHE,98.06510637914005,8305131.5,692562505010.3993
977,2015,5,30726,CHE,98.02955030785324,8312710.0,692043944553.9897
1037,2015,6,36922,CHE,97.99399423656642,8320288.5,691525384097.5801
1098,2015,7,33347,CHE,97.9584381652796,8327867.0,691006823641.1705
1160,2015,8,26177,CHE,97.92288209399278,8335445.5,690488263184.761
1223,2015,9,27103,CHE,97.88732602270596,8343024.0,689969702728.3513
1284,2015,10,28057,CHE,97.85176995141916,8350602.5,689451142271.9418
1344,2015,11,29381,CHE,97.81621388013234,8358181.0,688932581815.5322
1404,2015,12,35544,CHE,97.78065780884552,8365759.5,688414021359.1226
1471,2016,1,22943,CHE,97.7451017375587,8373338.0,687895460902.713
1529,2016,2,25513,CHE,97.78858102648375,8379879.833333333,688504241918.0286
1588,2016,3,32688,CHE,97.8320603154088,8386421.666666667,689113022933.344
1649,2016,4,32421,CHE,97.87553960433385,8392963.5,689721803948.6595
1710,2016,5,29525,CHE,97.9190188932589,8399505.333333334,690330584963.975
1772,2016,6,34778,CHE,97.96249818218395,8406047.166666666,690939365979.2905
1833,2016,7,29127,CHE,98.00597747110899,8412589.0,691548146994.606
1896,2016,8,24862,CHE,98.04945676003405,8419130.833333334,692156928009.9215
1955,2016,9,29174,CHE,98.0929360489591,8425672.666666666,692765709025.237
2016,2016,10,25988,CHE,98.13641533788415,8432214.5,693374490040.5525
2076,2016,11,29326,CHE,98.1798946268092,8438756.333333334,693983271055.868
2136,2016,12,38258,CHE,98.22337391573424,8445298.166666666,694592052071.1835
2203,2017,1,22339,CHE,98.2668532046593,8451840.0,695200833086.499
2261,2017,2,25688,CHE,98.34352882099459,8457047.416666666,697731490118.2909
2324,2017,3,34673,CHE,98.4202044373299,8462254.833333334,700262147150.0826
2386,2017,4,29151,CHE,98.4968800536652,8467462.25,702792804181.8745
2450,2017,5,32163,CHE,98.5735556700005,8472669.666666666,705323461213.6664
2513,2017,6,35596,CHE,98.6502312863358,8477877.083333334,707854118245.4581
2576,2017,7,27881,CHE,98.72690690267109,8483084.5,710384775277.25
2638,2017,8,26368,CHE,98.8035825190064,8488291.916666666,712915432309.0419
2700,2017,9,27716,CHE,98.88025813534169,8493499.333333334,715446089340.8336
2762,2017,10,27951,CHE,98.956933751677,8498706.75,717976746372.6255
2824,2017,11,30195,CHE,99.03360936801229,8503914.166666666,720507403404.4174
2883,2017,12,34357,CHE,99.1102849843476,8509121.583333334,723038060436.2091
2954,2018,1,24415,CHE,99.1869606006829,8514329.0,725568717468.001
3011,2018,2,24964,CHE,99.21695524837648,8519408.25,725218750406.2279
3072,2018,3,31726,CHE,99.24694989607006,8524487.5,724868783344.4548
3133,2018,4,30078,CHE,99.27694454376365,8529566.75,724518816282.6818
3196,2018,5,31638,CHE,99.30693919145723,8534646.0,724168849220.9087
3255,2018,6,35726,CHE,99.33693383915082,8539725.25,723818882159.1356
3320,2018,7,28885,CHE,99.36692848684439,8544804.5,723468915097.3625
3383,2018,8,24760,CHE,99.39692313453797,8549883.75,723118948035.5894
3442,2018,9,23520,CHE,99.42691778223156,8554963.0,722768980973.8163
3505,2018,10,25952,CHE,99.45691242992514,8560042.25,722419013912.0432
3568,2018,11,27770,CHE,99.48690707761872,8565121.5,722069046850.2701
3629,2018,12,30577,CHE,99.51690172531231,8570200.75,721719079788.4971
3695,2019,1,23862,CHE,99.5468963730059,8575280.0,721369112726.724
3753,2019,2,25297,CHE,99.48668087570064,8580520.583333334,723088303833.2992
3815,2019,3,33024,CHE,99.42646537839538,8585761.166666666,724807494939.8745
3876,2019,4,32662,CHE,99.36624988109011,8591001.75,726526686046.4497
3938,2019,5,32483,CHE,99.30603438378486,8596242.333333334,728245877153.025
4001,2019,6,32502,CHE,99.24581888647961,8601482.916666666,729965068259.6002
4063,2019,7,28951,CHE,99.18560338917435,8606723.5,731684259366.1755
4129,2019,8,22707,CHE,99.12538789186908,8611964.083333334,733403450472.7507
4187,2019,9,27272,CHE,99.06517239456383,8617204.666666666,735122641579.3259
4248,2019,10,29487,CHE,99.00495689725858,8622445.25,736841832685.9012
4311,2019,11,27225,CHE,98.94474139995332,8627685.833333334,738561023792.4764
4371,2019,12,38938,CHE,98.88452590264805,8632926.416666666,740280214899.0518
4438,2020,1,18926,CHE,98.8243104053428,8638167.0,741999406005.627
4500,2020,2,18898,CHE,98.87222489199702,8643698.583333334,747950187773.6996
4557,2020,3,18148,CHE,98.92013937865124,8649230.166666666,753900969541.7723
4614,2020,4,10203,CHE,98.96805386530548,8654761.75,759851751309.845
4679,2020,5,14235,CHE,99.0159683519597,8660293.333333334,765802533077.9176
4740,2020,6,23988,CHE,99.06388283861392,8665824.916666666,771753314845.9904
4807,2020,7,22210,CHE,99.11179732526816,8671356.5,777704096614.063
4872,2020,8,16099,CHE,99.15971181192238,8676888.083333334,783654878382.1356
4932,2020,9,21232,CHE,99.2076262985766,8682419.666666666,789605660150.2084
4995,2020,10,20950,CHE,99.25554078523082,8687951.25,795556441918.281
5054,2020,11,22779,CHE,99.30345527188504,8693482.833333334,801507223686.3536
5111,2020,12,30042,CHE,99.35136975853928,8699014.416666666,807458005454.4264
5181,2021,1,17820,CHE,99.3992842451935,8704546.0,813408787222.499
5239,2021,2,19063,CHE,104.24452685863102,8710480.5,813826934137.8282
5294,2021,3,29360,CHE,109.08976947206855,8716415.0,814245081053.1575
5354,2021,4,25601,CHE,113.93501208550607,8722349.5,814663227968.4868
5416,2021,5,23346,CHE,118.7802546989436,8728284.0,815081374883.816
5475,2021,6,29703,CHE,123.62549731238111,8734218.5,815499521799.1453
5538,2021,7,22452,CHE,128.47073992581863,8740153.0,815917668714.4745
5595,2021,8,19190,CHE,133.31598253925617,8746087.5,816335815629.8037
5651,2021,9,22432,CHE,138.1612251526937,8752022.0,816753962545.1329
5711,2021,10,17536,CHE,143.0064677661312,8757956.5,817172109460.4622
5763,2021,11,21657,CHE,147.85171037956874,8763891.0,817590256375.7915
5818,2021,12,27503,CHE,152.69695299300628,8769825.5,818008403291.1207
5879,2022,1,18437,CHE,157.54219560644378,8775760.0,818426550206.45
5935,2022,2,19231,CHE,157.84831759235445,11669544.477892121,781950879116.5488
5991,2022,3,25153,CHE,158.15443957826514,14563328.955784243,745475208026.6477
6051,2022,4,18316,CHE,158.4605615641758,17457113.433676362,708999536936.7466
6109,2022,5,21002,CHE,158.76668355008647,20350897.911568485,672523865846.8456
6165,2022,6,23987,CHE,159.07280553599716,23244682.389460605,636048194756.9445
6225,2022,7,17892,CHE,159.37892752190783,26138466.867352724,599572523667.0433
6281,2022,8,18734,CHE,159.6850495078185,29032251.345244847,563096852577.1422
6335,2022,9,23522,CHE,159.99117149372918,31926035.823136967,526621181487.24115
6394,2022,10,19408,CHE,160.29729347963985,34819820.301029086,490145510397.34
6448,2022,11,24146,CHE,160.6034154655505,37713604.77892121,453669839307.43896
6505,2022,12,27567,CHE,160.9095374514612,40607389.25681333,417194168217.53784
6561,2023,1,18762,CHE,161.21565943737187,43501173.73470545,380718497127.6367
6617,2023,2,19771,CHE,161.21565943737187,43501173.73470545,380718497127.6367
6672,2023,3,28929,CHE,161.21565943737187,43501173.73470545,380718497127.6367
6725,2023,4,20964,CHE,161.21565943737187,43501173.73470545,380718497127.6367
6781,2023,5,24781,CHE,161.21565943737187,43501173.73470545,380718497127.6367
6835,2023,6,28855,CHE,161.21565943737187,43501173.73470545,380718497127.6367
6893,2023,7,21330,CHE,161.21565943737187,43501173.73470545,380718497127.6367
6946,2023,8,21889,CHE,161.21565943737187,43501173.73470545,380718497127.6367
6998,2023,9,24709,CHE,161.21565943737187,43501173.73470545,380718497127.6367
2200,2017,1,28518,CHL,125.566544829069,18368577.0,276154259806.312
2263,2017,2,24663,CHL,125.82132874650608,18396316.416666668,277796201724.6549
2325,2017,3,30753,CHL,126.07611266394318,18424055.833333332,279438143642.99786
2388,2017,4,25698,CHL,126.33089658138026,18451795.25,281080085561.34076
2451,2017,5,30979,CHL,126.58568049881734,18479534.666666668,282722027479.68365
2515,2017,6,28374,CHL,126.84046441625442,18507274.083333332,284363969398.0266
2575,2017,7,28956,CHL,127.0952483336915,18535013.5,286005911316.3695
2633,2017,8,36250,CHL,127.3500322511286,18562752.916666668,287647853234.7124
2694,2017,9,37124,CHL,127.60481616856568,18590492.333333332,289289795153.05536
2760,2017,10,31654,CHL,127.85960008600276,18618231.75,290931737071.39825
2822,2017,11,35881,CHL,128.11438400343985,18645971.166666668,292573678989.74115
2882,2017,12,36014,CHL,128.36916792087692,18673710.583333332,294215620908.0841
2944,2018,1,36653,CHL,128.623951838314,18701450.0,295857562826.427
3007,2018,2,30460,CHL,128.89808643302484,18729619.583333332,294419339892.80475
3070,2018,3,34444,CHL,129.17222102773567,18757789.166666668,292981116959.1825
3128,2018,4,36735,CHL,129.4463556224465,18785958.75,291542894025.56024
3192,2018,5,36743,CHL,129.72049021715733,18814128.333333332,290104671091.938
3256,2018,6,34546,CHL,129.99462481186816,18842297.916666668,288666448158.31573
3317,2018,7,32250,CHL,130.26875940657902,18870467.5,287228225224.6935
3376,2018,8,39643,CHL,130.54289400128985,18898637.083333332,285790002291.0713
3434,2018,9,40333,CHL,130.81702859600068,18926806.666666668,284351779357.44904
3500,2018,10,38454,CHL,131.0911631907115,18954976.25,282913556423.8268
3562,2018,11,34883,CHL,131.36529778542234,18983145.833333332,281475333490.2045
3624,2018,12,36270,CHL,131.63943238013317,19011315.416666668,280037110556.5823
3688,2019,1,38142,CHL,131.913566974844,19039485.0,278598887622.96
3750,2019,2,29104,CHL,132.2483516089729,19061220.833333332,276570496676.8579
3816,2019,3,31227,CHL,132.58313624310182,19082956.666666668,274542105730.75586
3874,2019,4,33648,CHL,132.91792087723076,19104692.5,272513714784.65375
3939,2019,5,32308,CHL,133.25270551135966,19126428.333333332,270485323838.55167
4002,2019,6,29490,CHL,133.58749014548857,19148164.166666668,268456932892.4496
4061,2019,7,32531,CHL,133.9222747796175,19169900.0,266428541946.3475
4123,2019,8,33644,CHL,134.25705941374642,19191635.833333332,264400151000.24542
4181,2019,9,38915,CHL,134.59184404787533,19213371.666666668,262371760054.14334
4250,2019,10,29191,CHL,134.92662868200424,19235107.5,260343369108.04126
4313,2019,11,24873,CHL,135.26141331613314,19256843.333333332,258314978161.93915
4373,2019,12,31809,CHL,135.59619795026208,19278579.166666668,256286587215.83707
4433,2020,1,30028,CHL,135.930982584391,19300315.0,254258196269.735
4496,2020,2,22979,CHL,136.4435067727375,19316387.416666668,259451776217.9963
4560,2020,3,17166,CHL,136.956030961084,19332459.833333332,264645356166.25766
4618,2020,4,8178,CHL,137.4685551494305,19348532.25,269838936114.51898
4690,2020,5,8368,CHL,137.981079337777,19364604.666666668,275032516062.78033
4759,2020,6,8629,CHL,138.4936035261235,19380677.083333332,280226096011.0416
4819,2020,7,10961,CHL,139.00612771446998,19396749.5,285419675959.303
4870,2020,8,17861,CHL,139.5186519028165,19412821.916666668,290613255907.56433
4925,2020,9,29556,CHL,140.031176091163,19428894.333333332,295806835855.8256
4986,2020,10,32812,CHL,140.5437002795095,19444966.75,301000415804.087
5049,2020,11,26661,CHL,141.056224467856,19461039.166666668,306193995752.3483
5114,2020,12,26654,CHL,141.5687486562025,19477111.583333332,311387575700.6096
5175,2021,1,25765,CHL,142.081272844549,19493184.0,316581155648.871
5234,2021,2,25252,CHL,143.38680034854985,19502396.416666668,315284786420.792
5292,2021,3,33538,CHL,144.69232785255073,19511608.833333332,313988417192.71295
5351,2021,4,28219,CHL,145.9978553565516,19520821.25,312692047964.634
5410,2021,5,35102,CHL,147.30338286055246,19530033.666666668,311395678736.555
5470,2021,6,36507,CHL,148.6089103645533,19539246.083333332,310099309508.47595
5525,2021,7,39135,CHL,149.9144378685542,19548458.5,308802940280.397
5583,2021,8,38397,CHL,151.21996537255507,19557670.916666668,307506571052.318
5639,2021,9,43905,CHL,152.52549287655592,19566883.333333332,306210201824.23895
5696,2021,10,39659,CHL,153.83102038055677,19576095.75,304913832596.16
5753,2021,11,39818,CHL,155.13654788455764,19585308.166666668,303617463368.081
5809,2021,12,41877,CHL,156.44207538855852,19594520.583333332,302321094140.00195
5869,2022,1,37498,CHL,157.74760289255937,19603733.0,301024724911.923
5926,2022,2,32083,CHL,158.05372487847004,21588881.58958934,307692265329.7617
5983,2022,3,41781,CHL,158.35984686438073,23574030.179178674,314359805747.6005
6038,2022,4,38117,CHL,158.6659688502914,25559178.768768013,321027346165.43933
6097,2022,5,38499,CHL,158.97209083620206,27544327.35835735,327694886583.2781
6157,2022,6,36860,CHL,159.27821282211275,29529475.94794669,334362427001.1168
6212,2022,7,38858,CHL,159.5843348080234,31514624.537536025,341029967418.9556
6270,2022,8,35648,CHL,159.89045679393408,33499773.127125364,347697507836.79443
6327,2022,9,37503,CHL,160.19657877984477,35484921.7167147,354365048254.6332
6388,2022,10,29442,CHL,160.50270076575543,37470070.30630404,361032588672.4719
6443,2022,11,32615,CHL,160.8088227516661,39455218.89589338,367700129090.3107
6501,2022,12,34780,CHL,161.1149447375768,41440367.485482715,374367669508.14954
6558,2023,1,27776,CHL,161.42106672348746,43425516.07507205,381035209925.9883
6613,2023,2,26342,CHL,161.42106672348746,43425516.07507205,381035209925.9883
6666,2023,3,37117,CHL,161.42106672348746,43425516.07507205,381035209925.9883
6729,2023,4,20057,CHL,161.42106672348746,43425516.07507205,381035209925.9883
6780,2023,5,26028,CHL,161.42106672348746,43425516.07507205,381035209925.9883
6840,2023,6,22853,CHL,161.42106672348746,43425516.07507205,381035209925.9883
6891,2023,7,23348,CHL,161.42106672348746,43425516.07507205,381035209925.9883
6943,2023,8,28485,CHL,161.42106672348746,43425516.07507205,381035209925.9883
6997,2023,9,26292,CHL,161.42106672348746,43425516.07507205,381035209925.9883
0,2014,1,1567315,CHN,113.294060199837,1371860000.0,10475624944290.1
60,2014,2,1117498,CHN,113.4568664618029,1372660000.0,10534219711720.57
119,2014,3,1416313,CHN,113.6196727237688,1373460000.0,10592814479151.04
178,2014,4,1349013,CHN,113.7824789857347,1374260000.0,10651409246581.51
237,2014,5,1330841,CHN,113.9452852477006,1375060000.0,10710004014011.98
354,2014,7,1158776,CHN,114.10809150966651,1375860000.0,10768598781442.45
413,2014,8,1253702,CHN,114.2708977716324,1376660000.0,10827193548872.92
471,2014,9,1451077,CHN,114.4337040335983,1377460000.0,10885788316303.39
530,2014,10,1487929,CHN,114.5965102955642,1378260000.0,10944383083733.861
589,2014,11,1534344,CHN,114.7593165575301,1379060000.0,11002977851164.33
706,2015,1,2009753,CHN,114.922122819496,1379860000.0,11061572618594.8
767,2015,2,1406834,CHN,115.11365986534416,1380520833.3333333,11075884377902.61
828,2015,3,1864290,CHN,115.30519691119233,1381181666.6666667,11090196137210.418
889,2015,4,1705646,CHN,115.4967339570405,1381842500.0,11104507896518.227
951,2015,5,1645373,CHN,115.68827100288867,1382503333.3333333,11118819655826.033
1011,2015,6,1569880,CHN,115.87980804873683,1383164166.6666667,11133131415133.842
1073,2015,7,1330684,CHN,116.071345094585,1383825000.0,11147443174441.65
1134,2015,8,1503230,CHN,116.26288214043316,1384485833.3333333,11161754933749.459
1194,2015,9,1836867,CHN,116.45441918628133,1385146666.6666667,11176066693057.268
1255,2015,10,2007294,CHN,116.64595623212949,1385807500.0,11190378452365.074
1316,2015,11,2244349,CHN,116.83749327797767,1386468333.3333333,11204690211672.883
1377,2015,12,2522354,CHN,117.02903032382584,1387129166.6666667,11219001970980.691
1438,2016,1,2252880,CHN,117.220567369674,1387790000.0,11233313730288.5
1499,2016,2,2671107,CHN,117.37619095792466,1388492083.3333333,11323078530596.2
1560,2016,3,2081656,CHN,117.53181454617533,1389194166.6666667,11412843330903.9
1621,2016,4,1816279,CHN,117.687438134426,1389896250.0,11502608131211.6
1682,2016,5,1835123,CHN,117.84306172267667,1390598333.3333333,11592372931519.3
1743,2016,6,1848723,CHN,117.99868531092733,1391300416.6666667,11682137731827.0
1804,2016,7,1671432,CHN,118.154308899178,1392002500.0,11771902532134.7
1865,2016,8,1865881,CHN,118.30993248742867,1392704583.3333333,11861667332442.4
1926,2016,9,2349629,CHN,118.46555607567933,1393406666.6666667,11951432132750.1
1987,2016,10,2426137,CHN,118.62117966393,1394108750.0,12041196933057.8
2048,2016,11,2644481,CHN,118.77680325218066,1394810833.3333333,12130961733365.5
2109,2016,12,2735073,CHN,118.93242684043133,1395512916.6666667,12220726533673.201
2170,2017,1,2233765,CHN,119.088050428682,1396215000.0,12310491333980.9
2233,2017,2,1689401,CHN,119.29395271513458,1396760416.6666667,12442526044309.65
2296,2017,3,2160331,CHN,119.49985500158716,1397305833.3333333,12574560754638.4
2359,2017,4,1794570,CHN,119.70575728803975,1397851250.0,12706595464967.15
2422,2017,5,1826479,CHN,119.91165957449233,1398396666.6666667,12838630175295.9
2485,2017,6,1921573,CHN,120.11756186094492,1398942083.3333333,12970664885624.65
2547,2017,7,1793048,CHN,120.32346414739749,1399487500.0,13102699595953.4
2609,2017,8,2009850,CHN,120.52936643385007,1400032916.6666667,13234734306282.15
2671,2017,9,2454440,CHN,120.73526872030266,1400578333.3333333,13366769016610.9
2733,2017,10,2469275,CHN,120.94117100675524,1401123750.0,13498803726939.65
2795,2017,11,2711893,CHN,121.14707329320782,1401669166.6666667,13630838437268.4
2857,2017,12,2762788,CHN,121.35297557966041,1402214583.3333333,13762873147597.15
2919,2018,1,2418430,CHN,121.558877866113,1402760000.0,13894907857925.9
2981,2018,2,1451506,CHN,121.85256757577649,1403175416.6666667,13926996245285.643
3043,2018,3,2120853,CHN,122.14625728543999,1403590833.3333333,13959084632645.383
3105,2018,4,1870203,CHN,122.4399469951035,1404006250.0,13991173020005.125
3167,2018,5,1849671,CHN,122.733636704767,1404421666.6666667,14023261407364.867
3229,2018,6,1838638,CHN,123.02732641443049,1404837083.3333333,14055349794724.61
3291,2018,7,1569630,CHN,123.321016124094,1405252500.0,14087438182084.352
3353,2018,8,1763965,CHN,123.6147058337575,1405667916.6666667,14119526569444.092
3415,2018,9,2022901,CHN,123.908395543421,1406083333.3333333,14151614956803.834
3477,2018,10,2020995,CHN,124.20208525308449,1406498750.0,14183703344163.576
3539,2018,11,2139838,CHN,124.49577496274799,1406914166.6666667,14215791731523.316
3601,2018,12,2183574,CHN,124.7894646724115,1407329583.3333333,14247880118883.059
3663,2019,1,2019087,CHN,125.083154382075,1407745000.0,14279968506242.8
3726,2019,2,1207411,CHN,125.335345150704,1408024583.3333333,14313949810955.984
3787,2019,3,1925044,CHN,125.58753591933299,1408304166.6666667,14347931115669.168
3849,2019,4,1550166,CHN,125.839726687962,1408583750.0,14381912420382.352
3912,2019,5,1540697,CHN,126.09191745659099,1408863333.3333333,14415893725095.533
3973,2019,6,1684831,CHN,126.34410822522,1409142916.6666667,14449875029808.717
4035,2019,7,1523680,CHN,126.59629899384899,1409422500.0,14483856334521.9
4098,2019,8,1621807,CHN,126.848489762478,1409702083.3333333,14517837639235.084
4159,2019,9,1900732,CHN,127.100680531107,1409981666.6666667,14551818943948.268
4221,2019,10,1903736,CHN,127.352871299736,1410261250.0,14585800248661.45
4283,2019,11,2031684,CHN,127.605062068365,1410540833.3333333,14619781553374.633
4345,2019,12,2167501,CHN,127.857252836994,1410820416.6666667,14653762858087.816
4407,2020,1,1604061,CHN,128.109443605623,1411100000.0,14687744162801.0
4473,2020,2,220335,CHN,128.21417469160917,1411205000.0,14948803774971.934
4531,2020,3,996613,CHN,128.31890577759532,1411310000.0,15209863387142.867
4593,2020,4,1495176,CHN,128.4236368635815,1411415000.0,15470922999313.8
4653,2020,5,1633231,CHN,128.52836794956767,1411520000.0,15731982611484.732
4715,2020,6,1695873,CHN,128.63309903555384,1411625000.0,15993042223655.666
4777,2020,7,1648863,CHN,128.73783012154001,1411730000.0,16254101835826.6
4839,2020,8,1743200,CHN,128.84256120752616,1411835000.0,16515161447997.533
4901,2020,9,2082234,CHN,128.94729229351233,1411940000.0,16776221060168.467
4963,2020,10,2103029,CHN,129.0520233794985,1412045000.0,17037280672339.398
