,year,month,sales,iso_alpha,consumer_price,populations,gdp
1850,2016,7,8622,SGP,112.94143949173349,5609768.0,331151468158.7385
1910,2016,8,8824,SGP,112.99552006010141,5610182.166666667,333171703246.68005
1971,2016,9,9456,SGP,113.04960062846934,5610596.333333333,335191938334.62164
2032,2016,10,9002,SGP,113.10368119683724,5611010.5,337212173422.56323
2094,2016,11,8829,SGP,113.15776176520517,5611424.666666667,339232408510.5048
2155,2016,12,8100,SGP,113.21184233357307,5611838.833333333,341252643598.4464
2215,2017,1,8562,SGP,113.265922901941,5612253.0,343272878686.388
2282,2017,2,7419,SGP,113.307323495707,5614454.916666667,346072596504.0231
2344,2017,3,10495,SGP,113.348724089473,5616656.833333333,348872314321.65814
2408,2017,4,7947,SGP,113.390124683239,5618858.75,351672032139.2932
2468,2017,5,10339,SGP,113.431525277005,5621060.666666667,354471749956.92834
2533,2017,6,10190,SGP,113.472925870771,5623262.583333333,357271467774.5634
2594,2017,7,9787,SGP,113.51432646453699,5625464.5,360071185592.1985
2655,2017,8,10136,SGP,113.555727058303,5627666.416666667,362870903409.83356
2719,2017,9,7613,SGP,113.597127652069,5629868.333333333,365670621227.4686
2780,2017,10,8779,SGP,113.638528245835,5632070.25,368470339045.10376
2842,2017,11,9369,SGP,113.679928839601,5634272.166666667,371270056862.73883
2900,2017,12,12636,SGP,113.721329433367,5636474.083333333,374069774680.3739
2971,2018,1,6192,SGP,113.762730027133,5638676.0,376869492498.009
3032,2018,2,5680,SGP,113.816318015034,5644083.75,376866833156.30646
3094,2018,3,7972,SGP,113.869906002935,5649491.5,376864173814.604
3156,2018,4,8172,SGP,113.923493990836,5654899.25,376861514472.9015
3217,2018,5,8600,SGP,113.977081978737,5660307.0,376858855131.199
3277,2018,6,11779,SGP,114.030669966638,5665714.75,376856195789.49646
3342,2018,7,6525,SGP,114.084257954539,5671122.5,376853536447.79395
3403,2018,8,7148,SGP,114.13784594244,5676530.25,376850877106.0915
3463,2018,9,7418,SGP,114.19143393034099,5681938.0,376848217764.389
3526,2018,10,8379,SGP,114.245021918242,5687345.75,376845558422.68646
3588,2018,11,8079,SGP,114.298609906143,5692753.5,376842899080.984
3647,2018,12,7870,SGP,114.352197894044,5698161.25,376840239739.2815
3711,2019,1,9635,SGP,114.405785881945,5703569.0,376837580397.579
3777,2019,2,5870,SGP,114.38844228259916,5702088.833333333,374467122922.38214
3838,2019,3,8764,SGP,114.37109868325332,5700608.666666667,372096665447.1853
3901,2019,4,8509,SGP,114.35375508390749,5699128.5,369726207971.98846
3963,2019,5,7531,SGP,114.33641148456167,5697648.333333333,367355750496.7916
4024,2019,6,7300,SGP,114.31906788521583,5696168.166666667,364985293021.5948
4086,2019,7,8273,SGP,114.30172428587,5694688.0,362614835546.39795
4150,2019,8,6254,SGP,114.28438068652416,5693207.833333333,360244378071.2012
4208,2019,9,6751,SGP,114.26703708717832,5691727.666666667,357873920596.00433
4273,2019,10,6141,SGP,114.2496934878325,5690247.5,355503463120.8075
4335,2019,11,6158,SGP,114.23234988848667,5688767.333333333,353133005645.61066
4397,2019,12,5680,SGP,114.21500628914083,5687287.166666667,350762548170.4138
4459,2020,1,5940,SGP,114.197662689795,5685807.0,348392090695.217
4522,2020,2,5370,SGP,114.41700400483857,5666453.583333333,354675841514.0785
4580,2020,3,5953,SGP,114.63634531988217,5647100.166666667,360959592332.94
4642,2020,4,943,SGP,114.85568663492575,5627746.75,367243343151.8015
